"Time range","Instance Id","Deployment name","SKU Name","Display name","Usage type","Quantity","Display quantity","Unit","Unit price","Total","Product family"
"2025-10-01 - 2025-10-28","177d58a0b4254e949827caa4e53b9bcf","Sunflower","Cloud-Enterprise_gcp.es.datafrozen.n2.68x10x90_gcp-us-central1_16384_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datafrozen.n2.68x10x90, 16GB, 1AZ","RAM Hours","672","672","hour","0.9184","617.1648","deployment"
"2025-10-01 - 2025-10-28","177d58a0b4254e949827caa4e53b9bcf","Sunflower","Cloud-Enterprise_gcp.es.datahot.n2.68x10x45_gcp-us-central1_8192_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datahot.n2.68x10x45, 8GB, 2AZ","RAM Hours","672","672","hour","0.8944","601.0368","deployment"
"2025-10-01 - 2025-10-28","177d58a0b4254e949827caa4e53b9bcf","Sunflower","Cloud-Enterprise_gcp.es.datawarm.n2.68x10x190_gcp-us-central1_16384_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datawarm.n2.68x10x190, 16GB, 2AZ","RAM Hours","672","672","hour","2.288","1537.536","deployment"
"2025-10-01 - 2025-10-28","177d58a0b4254e949827caa4e53b9bcf","Sunflower","Cloud-Enterprise_gcp.kibana.n2.68x32x45_gcp-us-central1_2048_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.kibana.n2.68x32x45, 2GB, 2AZ","RAM Hours","672","672","hour","0.2804","188.4288","deployment"
"2025-10-01 - 2025-10-28","177d58a0b4254e949827caa4e53b9bcf","Sunflower","gcp.data-transfer-in","GCP Data Transfer In","data-transfer-in","1991.210488556884229183197021","1991.210488556884229183197021","GB","0","0","deployment"
"2025-10-01 - 2025-10-28","177d58a0b4254e949827caa4e53b9bcf","Sunflower","gcp.data-transfer-out","GCP Data Transfer Out","data-transfer-out","63.14291382674127817153930664","63.14291382674127817153930664","GB","0.05","3.1571","deployment"
"2025-10-01 - 2025-10-28","177d58a0b4254e949827caa4e53b9bcf","Sunflower","gcp.data-transfer-inter-node","GCP Data Transfer Inter-Node","data-transfer-inter-node","5737.642451604828238487243652","5737.642451604828238487243652","GB","0.016","91.8023","deployment"
"2025-10-01 - 2025-10-28","177d58a0b4254e949827caa4e53b9bcf","Sunflower","gcp.snapshot-storage","GCP Snapshot Storage","snapshot-storage","7733.334151108994559254697574","7733.334151108994559254697574","GB","0.033","255.2","deployment"
"2025-10-01 - 2025-10-28","177d58a0b4254e949827caa4e53b9bcf","Sunflower","gcp.snapshot-api-1k","GCP Snapshot Storage API","snapshot-api-1k","7615","7615","1000 API Calls","0.0018","13.707","deployment"
"2025-10-01 - 2025-10-28","177d58a0b4254e949827caa4e53b9bcf","Sunflower","global.synthetics-browser","Synthetics Browser","synthetics-browser","0","0","test","0.0123","0","deployment"
"2025-10-01 - 2025-10-28","177d58a0b4254e949827caa4e53b9bcf","Sunflower","global.synthetics-lightweight","Synthetics Lightweight","synthetics-lightweight","0","0","region","28","0","deployment"
"2025-10-01 - 2025-10-28","22b008e570b04dd2ac2689f01a009ef8","Moriah","Cloud-Enterprise_gcp.integrationsserver.n2.68x32x45.2_gcp-us-central1_1024_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.integrationsserver.n2.68x32x45.2, 1GB, 1AZ","RAM Hours","672","672","hour","0","0","deployment"
"2025-10-01 - 2025-10-28","22b008e570b04dd2ac2689f01a009ef8","Moriah","Cloud-Enterprise_gcp.es.datahot.n2.68x10x45_gcp-us-central1_8192_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datahot.n2.68x10x45, 8GB, 2AZ","RAM Hours","672","672","hour","0.8944","601.0368","deployment"
"2025-10-01 - 2025-10-28","22b008e570b04dd2ac2689f01a009ef8","Moriah","Cloud-Enterprise_gcp.es.datawarm.n2.68x10x190_gcp-us-central1_8192_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datawarm.n2.68x10x190, 8GB, 2AZ","RAM Hours","672","672","hour","1.144","768.768","deployment"
"2025-10-01 - 2025-10-28","22b008e570b04dd2ac2689f01a009ef8","Moriah","Cloud-Enterprise_gcp.kibana.n2.68x32x45_gcp-us-central1_2048_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.kibana.n2.68x32x45, 2GB, 1AZ","RAM Hours","672","672","hour","0.1402","94.2144","deployment"
"2025-10-01 - 2025-10-28","22b008e570b04dd2ac2689f01a009ef8","Moriah","gcp.data-transfer-in","GCP Data Transfer In","data-transfer-in","419.8102144151926040649414062","419.8102144151926040649414062","GB","0","0","deployment"
"2025-10-01 - 2025-10-28","22b008e570b04dd2ac2689f01a009ef8","Moriah","gcp.data-transfer-out","GCP Data Transfer Out","data-transfer-out","21.76445763465017080307006836","21.76445763465017080307006836","GB","0.05","1.0882","deployment"
"2025-10-01 - 2025-10-28","22b008e570b04dd2ac2689f01a009ef8","Moriah","gcp.data-transfer-inter-node","GCP Data Transfer Inter-Node","data-transfer-inter-node","1977.291517046280205249786377","1977.291517046280205249786377","GB","0.016","31.6367","deployment"
"2025-10-01 - 2025-10-28","22b008e570b04dd2ac2689f01a009ef8","Moriah","gcp.snapshot-storage","GCP Snapshot Storage","snapshot-storage","904.5373658936155299025197183","904.5373658936155299025197183","GB","0.033","29.8497","deployment"
"2025-10-01 - 2025-10-28","22b008e570b04dd2ac2689f01a009ef8","Moriah","gcp.snapshot-api-1k","GCP Snapshot Storage API","snapshot-api-1k","4255","4255","1000 API Calls","0.0018","7.659","deployment"
"2025-10-01 - 2025-10-28","22b008e570b04dd2ac2689f01a009ef8","Moriah","global.synthetics-browser","Synthetics Browser","synthetics-browser","0","0","test","0.0123","0","deployment"
"2025-10-01 - 2025-10-28","22b008e570b04dd2ac2689f01a009ef8","Moriah","global.synthetics-lightweight","Synthetics Lightweight","synthetics-lightweight","0","0","region","28","0","deployment"
"2025-10-01 - 2025-10-28","2878e1279dad4d2b933ff003a48874a3","Sierra","Cloud-Enterprise_gcp.integrationsserver.n2.68x32x45.2_gcp-us-central1_1024_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.integrationsserver.n2.68x32x45.2, 1GB, 1AZ","RAM Hours","672","672","hour","0","0","deployment"
"2025-10-01 - 2025-10-28","2878e1279dad4d2b933ff003a48874a3","Sierra","Cloud-Enterprise_gcp.es.datafrozen.n2.68x10x90_gcp-us-central1_4096_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datafrozen.n2.68x10x90, 4GB, 1AZ","RAM Hours","672","672","hour","0.2296","154.2912","deployment"
"2025-10-01 - 2025-10-28","2878e1279dad4d2b933ff003a48874a3","Sierra","Cloud-Enterprise_gcp.es.datahot.n2.68x10x45_gcp-us-central1_8192_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datahot.n2.68x10x45, 8GB, 2AZ","RAM Hours","672","672","hour","0.8944","601.0368","deployment"
"2025-10-01 - 2025-10-28","2878e1279dad4d2b933ff003a48874a3","Sierra","Cloud-Enterprise_gcp.es.datawarm.n2.68x10x190_gcp-us-central1_2048_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datawarm.n2.68x10x190, 2GB, 2AZ","RAM Hours","672","672","hour","0.286","192.192","deployment"
"2025-10-01 - 2025-10-28","2878e1279dad4d2b933ff003a48874a3","Sierra","Cloud-Enterprise_gcp.kibana.n2.68x32x45_gcp-us-central1_1024_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.kibana.n2.68x32x45, 1GB, 1AZ","RAM Hours","672","672","hour","0","0","deployment"
"2025-10-01 - 2025-10-28","2878e1279dad4d2b933ff003a48874a3","Sierra","gcp.data-transfer-in","GCP Data Transfer In","data-transfer-in","388.2249818202108144760131836","388.2249818202108144760131836","GB","0","0","deployment"
"2025-10-01 - 2025-10-28","2878e1279dad4d2b933ff003a48874a3","Sierra","gcp.data-transfer-out","GCP Data Transfer Out","data-transfer-out","11.00947192590683698654174805","11.00947192590683698654174805","GB","0.05","0.5505","deployment"
"2025-10-01 - 2025-10-28","2878e1279dad4d2b933ff003a48874a3","Sierra","gcp.data-transfer-inter-node","GCP Data Transfer Inter-Node","data-transfer-inter-node","1126.056098651140928268432617","1126.056098651140928268432617","GB","0.016","18.0169","deployment"
"2025-10-01 - 2025-10-28","2878e1279dad4d2b933ff003a48874a3","Sierra","gcp.snapshot-storage","GCP Snapshot Storage","snapshot-storage","274.5276995318471103586176390","274.5276995318471103586176390","GB","0.033","9.0594","deployment"
"2025-10-01 - 2025-10-28","2878e1279dad4d2b933ff003a48874a3","Sierra","gcp.snapshot-api-1k","GCP Snapshot Storage API","snapshot-api-1k","3718","3718","1000 API Calls","0.0018","6.6924","deployment"
"2025-10-01 - 2025-10-28","2878e1279dad4d2b933ff003a48874a3","Sierra","global.synthetics-browser","Synthetics Browser","synthetics-browser","0","0","test","0.0123","0","deployment"
"2025-10-01 - 2025-10-28","2878e1279dad4d2b933ff003a48874a3","Sierra","global.synthetics-lightweight","Synthetics Lightweight","synthetics-lightweight","0","0","region","28","0","deployment"
"2025-10-01 - 2025-10-28","40536c37b3114ba4a0821c6b433bf727","Denali","Cloud-Enterprise_gcp.integrationsserver.n2.68x32x45.2_gcp-us-central1_1024_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.integrationsserver.n2.68x32x45.2, 1GB, 1AZ","RAM Hours","672","672","hour","0","0","deployment"
"2025-10-01 - 2025-10-28","40536c37b3114ba4a0821c6b433bf727","Denali","Cloud-Enterprise_gcp.es.datafrozen.n2.68x10x90_gcp-us-central1_4096_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datafrozen.n2.68x10x90, 4GB, 1AZ","RAM Hours","672","672","hour","0.2296","154.2912","deployment"
"2025-10-01 - 2025-10-28","40536c37b3114ba4a0821c6b433bf727","Denali","Cloud-Enterprise_gcp.es.datahot.n2.68x10x45_gcp-us-central1_4096_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datahot.n2.68x10x45, 4GB, 2AZ","RAM Hours","672","672","hour","0.4472","300.5184","deployment"
"2025-10-01 - 2025-10-28","40536c37b3114ba4a0821c6b433bf727","Denali","Cloud-Enterprise_gcp.es.datawarm.n2.68x10x190_gcp-us-central1_2048_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datawarm.n2.68x10x190, 2GB, 2AZ","RAM Hours","672","672","hour","0.286","192.192","deployment"
"2025-10-01 - 2025-10-28","40536c37b3114ba4a0821c6b433bf727","Denali","Cloud-Enterprise_gcp.kibana.n2.68x32x45_gcp-us-central1_1024_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.kibana.n2.68x32x45, 1GB, 1AZ","RAM Hours","672","672","hour","0","0","deployment"
"2025-10-01 - 2025-10-28","40536c37b3114ba4a0821c6b433bf727","Denali","gcp.data-transfer-in","GCP Data Transfer In","data-transfer-in","113.2874439256265759468078613","113.2874439256265759468078613","GB","0","0","deployment"
"2025-10-01 - 2025-10-28","40536c37b3114ba4a0821c6b433bf727","Denali","gcp.data-transfer-out","GCP Data Transfer Out","data-transfer-out","6.541217364370822906494140625","6.541217364370822906494140625","GB","0.05","0.3271","deployment"
"2025-10-01 - 2025-10-28","40536c37b3114ba4a0821c6b433bf727","Denali","gcp.data-transfer-inter-node","GCP Data Transfer Inter-Node","data-transfer-inter-node","768.7152057606726884841918945","768.7152057606726884841918945","GB","0.016","12.2994","deployment"
"2025-10-01 - 2025-10-28","40536c37b3114ba4a0821c6b433bf727","Denali","gcp.snapshot-storage","GCP Snapshot Storage","snapshot-storage","482.3268682425541262472829512","482.3268682425541262472829512","GB","0.033","15.9168","deployment"
"2025-10-01 - 2025-10-28","40536c37b3114ba4a0821c6b433bf727","Denali","gcp.snapshot-api-1k","GCP Snapshot Storage API","snapshot-api-1k","4022","4022","1000 API Calls","0.0018","7.2396","deployment"
"2025-10-01 - 2025-10-28","40536c37b3114ba4a0821c6b433bf727","Denali","global.synthetics-browser","Synthetics Browser","synthetics-browser","0","0","test","0.0123","0","deployment"
"2025-10-01 - 2025-10-28","40536c37b3114ba4a0821c6b433bf727","Denali","global.synthetics-lightweight","Synthetics Lightweight","synthetics-lightweight","0","0","region","28","0","deployment"
"2025-10-01 - 2025-10-28","41ea557e87604a5c8762dccc55eddf62","Haystack","Cloud-Enterprise_gcp.integrationsserver.n2.68x32x45.2_gcp-us-central1_1024_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.integrationsserver.n2.68x32x45.2, 1GB, 1AZ","RAM Hours","672","672","hour","0","0","deployment"
"2025-10-01 - 2025-10-28","41ea557e87604a5c8762dccc55eddf62","Haystack","Cloud-Enterprise_gcp.es.datafrozen.n2.68x10x90_gcp-us-central1_4096_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datafrozen.n2.68x10x90, 4GB, 1AZ","RAM Hours","672","672","hour","0.2296","154.2912","deployment"
"2025-10-01 - 2025-10-28","41ea557e87604a5c8762dccc55eddf62","Haystack","Cloud-Enterprise_gcp.es.datahot.n2.68x10x45_gcp-us-central1_4096_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datahot.n2.68x10x45, 4GB, 2AZ","RAM Hours","500","500","hour","0.4472","223.6","deployment"
"2025-10-01 - 2025-10-28","41ea557e87604a5c8762dccc55eddf62","Haystack","Cloud-Enterprise_gcp.es.datahot.n2.68x10x45_gcp-us-central1_8192_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datahot.n2.68x10x45, 8GB, 2AZ","RAM Hours","172","172","hour","0.8944","153.8368","deployment"
"2025-10-01 - 2025-10-28","41ea557e87604a5c8762dccc55eddf62","Haystack","Cloud-Enterprise_gcp.es.datawarm.n2.68x10x190_gcp-us-central1_8192_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datawarm.n2.68x10x190, 8GB, 2AZ","RAM Hours","672","672","hour","1.144","768.768","deployment"
"2025-10-01 - 2025-10-28","41ea557e87604a5c8762dccc55eddf62","Haystack","Cloud-Enterprise_gcp.es.ml.n2.68x32x45_gcp-us-central1_1024_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.ml.n2.68x32x45, 1GB, 1AZ","RAM Hours","672","672","hour","0","0","deployment"
"2025-10-01 - 2025-10-28","41ea557e87604a5c8762dccc55eddf62","Haystack","Cloud-Enterprise_gcp.kibana.n2.68x32x45_gcp-us-central1_2048_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.kibana.n2.68x32x45, 2GB, 2AZ","RAM Hours","672","672","hour","0.2804","188.4288","deployment"
"2025-10-01 - 2025-10-28","41ea557e87604a5c8762dccc55eddf62","Haystack","gcp.data-transfer-in","GCP Data Transfer In","data-transfer-in","378.1838944656774401664733887","378.1838944656774401664733887","GB","0","0","deployment"
"2025-10-01 - 2025-10-28","41ea557e87604a5c8762dccc55eddf62","Haystack","gcp.data-transfer-out","GCP Data Transfer Out","data-transfer-out","22.26725783292204141616821289","22.26725783292204141616821289","GB","0.05","1.1134","deployment"
"2025-10-01 - 2025-10-28","41ea557e87604a5c8762dccc55eddf62","Haystack","gcp.data-transfer-inter-node","GCP Data Transfer Inter-Node","data-transfer-inter-node","1594.531172110699117183685303","1594.531172110699117183685303","GB","0.016","25.5125","deployment"
"2025-10-01 - 2025-10-28","41ea557e87604a5c8762dccc55eddf62","Haystack","gcp.snapshot-storage","GCP Snapshot Storage","snapshot-storage","826.9825829595317363098103513","826.9825829595317363098103513","GB","0.033","27.2904","deployment"
"2025-10-01 - 2025-10-28","41ea557e87604a5c8762dccc55eddf62","Haystack","gcp.snapshot-api-1k","GCP Snapshot Storage API","snapshot-api-1k","4235","4235","1000 API Calls","0.0018","7.623","deployment"
"2025-10-01 - 2025-10-28","41ea557e87604a5c8762dccc55eddf62","Haystack","global.synthetics-browser","Synthetics Browser","synthetics-browser","0","0","test","0.0123","0","deployment"
"2025-10-01 - 2025-10-28","41ea557e87604a5c8762dccc55eddf62","Haystack","global.synthetics-lightweight","Synthetics Lightweight","synthetics-lightweight","0","0","region","28","0","deployment"
"2025-10-01 - 2025-10-28","423b3c1122434e16aef8ef8ce0a6d07e","everest","Cloud-Enterprise_gcp.data.highio.1_gcp-us-central1_16384_2","Cloud Enterprise Data High I/O 1 GCP US Central (Iowa) 16 GB HA (2 Zones) SSD","RAM Hours","20","20","hour","1.5392","30.784","deployment"
"2025-10-01 - 2025-10-28","423b3c1122434e16aef8ef8ce0a6d07e","everest","Cloud-Enterprise_gcp.data.highio.1_gcp-us-central1_8192_2","Cloud Enterprise Data High I/O 1 GCP US Central (Iowa) 8 GB HA (2 Zones) SSD","RAM Hours","652","652","hour","0.7696","501.7792","deployment"
"2025-10-01 - 2025-10-28","423b3c1122434e16aef8ef8ce0a6d07e","everest","Cloud-Enterprise_gcp.data.highstorage.1_gcp-us-central1_2048_1","Cloud Enterprise Data High Storage 1 GCP US Central (Iowa) 2 GB non-HA SSD","RAM Hours","1166","1166","hour","0.1218","142.0188","deployment"
"2025-10-01 - 2025-10-28","423b3c1122434e16aef8ef8ce0a6d07e","everest","Cloud-Enterprise_gcp.data.highstorage.1_gcp-us-central1_4096_2","Cloud Enterprise Data High Storage 1 GCP US Central (Iowa) 4 GB HA (2 Zones) SSD","RAM Hours","1","1","hour","0.4872","0.4872","deployment"
"2025-10-01 - 2025-10-28","423b3c1122434e16aef8ef8ce0a6d07e","everest","Cloud-Enterprise_gcp.es.datafrozen.n2d.64x8x95_gcp-us-central1_15360_1","Cloud Enterprise Data Frozen n2d GCP US Central (Iowa) 15 GB non-HA SSD","RAM Hours","0","0","hour","0.7935","0","deployment"
"2025-10-01 - 2025-10-28","423b3c1122434e16aef8ef8ce0a6d07e","everest","Cloud-Enterprise_gcp.es.datafrozen.n2d.64x8x95_gcp-us-central1_30720_1","Cloud Enterprise Data Frozen n2d GCP US Central (Iowa) 30 GB non-HA SSD","RAM Hours","672","672","hour","1.587","1066.464","deployment"
"2025-10-01 - 2025-10-28","423b3c1122434e16aef8ef8ce0a6d07e","everest","Cloud-Enterprise_gcp.es.datafrozen.n2d.64x8x95_gcp-us-central1_8192_1","Cloud Enterprise Data Frozen n2d GCP US Central (Iowa) 8 GB non-HA SSD","RAM Hours","0","0","hour","0.4232","0","deployment"
"2025-10-01 - 2025-10-28","423b3c1122434e16aef8ef8ce0a6d07e","everest","Cloud-Enterprise_gcp.master.1_gcp-us-central1_2048_3","Cloud Enterprise Master 1 GCP US Central (Iowa) 2 GB HA (3 Zones) SSD","RAM Hours","1","1","hour","0.273","0.273","deployment"
"2025-10-01 - 2025-10-28","423b3c1122434e16aef8ef8ce0a6d07e","everest","Cloud-Enterprise_gcp.kibana.1_gcp-us-central1_2048_2","Cloud Enterprise Kibana 1 GCP US Central (Iowa) 2 GB HA (2 Zones) SSD","RAM Hours","672","672","hour","0.2072","139.2384","deployment"
